State,Year,Month,Condition,BeneficiaryCount,PercentageOfBeneficiaries,DataQuality
Idaho,2019,201904,Respiratory infection NOS,"4,827",1.6,
Idaho,2019,201904,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2019,201905,Acute bronchitis,700,0.2,
Idaho,2019,201905,Acute respiratory distress syndrome,19,0.0,
Idaho,2019,201905,Bronchitis NOS,362,0.1,
Idaho,2019,201905,COVID-19 diagnosis,0,0.0,
Idaho,2019,201905,Influenza,79,0.0,
Idaho,2019,201905,Lower or acute respiratory infection,18,0.0,
Idaho,2019,201905,Pneumonia,675,0.2,
Idaho,2019,201905,Respiratory infection NOS,"3,983",1.3,
Idaho,2019,201905,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2019,201906,Acute bronchitis,411,0.1,
Idaho,2019,201906,Acute respiratory distress syndrome,22,0.0,
Idaho,2019,201906,Bronchitis NOS,237,0.1,
Idaho,2019,201906,COVID-19 diagnosis,0,0.0,
Idaho,2019,201906,Influenza,41,0.0,
Idaho,2019,201906,Lower or acute respiratory infection,18,0.0,
Idaho,2019,201906,Pneumonia,583,0.2,
Idaho,2019,201906,Respiratory infection NOS,"2,219",0.7,
Idaho,2019,201906,Suspected COVID-19 diagnosis,0,0.0,
Idaho,2019,201907,Acute bronchitis,283,0.1,
Idaho,2019,201907,Acute respiratory distress syndrome,17,0.0,
Idaho,2019,201907,Bronchitis NOS,180,0.1,
Idaho,2019,201907,COVID-19 diagnosis,0,0.0,
Idaho,2019,201907,Influenza,28,0.0,
Idaho,2019,201907,Lower or acute respiratory infection,DS,DS,
Idaho,2019,201907,Pneumonia,484,0.2,
Idaho,2019,201907,Respiratory infection NOS,"1,305",0.4,
Idaho,2019,201907,Suspected COVID-19 diagnosis,0,0.0,
Idaho,2019,201908,Acute bronchitis,282,0.1,
Idaho,2019,201908,Acute respiratory distress syndrome,18,0.0,
Idaho,2019,201908,Bronchitis NOS,176,0.1,
Idaho,2019,201908,COVID-19 diagnosis,0,0.0,
Idaho,2019,201908,Influenza,27,0.0,
Idaho,2019,201908,Lower or acute respiratory infection,18,0.0,
Idaho,2019,201908,Pneumonia,447,0.2,
Idaho,2019,201908,Respiratory infection NOS,"2,037",0.7,
Idaho,2019,201908,Suspected COVID-19 diagnosis,0,0.0,
Idaho,2019,201909,Acute bronchitis,535,0.2,
Idaho,2019,201909,Acute respiratory distress syndrome,27,0.0,
Idaho,2019,201909,Bronchitis NOS,323,0.1,
Idaho,2019,201909,COVID-19 diagnosis,0,0.0,
Idaho,2019,201909,Influenza,78,0.0,
Idaho,2019,201909,Lower or acute respiratory infection,27,0.0,
Idaho,2019,201909,Pneumonia,535,0.2,
Idaho,2019,201909,Respiratory infection NOS,"4,463",1.5,
Idaho,2019,201909,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2019,201910,Acute bronchitis,728,0.2,
Idaho,2019,201910,Acute respiratory distress syndrome,20,0.0,
Idaho,2019,201910,Bronchitis NOS,401,0.1,
Idaho,2019,201910,COVID-19 diagnosis,0,0.0,
Idaho,2019,201910,Influenza,200,0.1,
Idaho,2019,201910,Lower or acute respiratory infection,25,0.0,
Idaho,2019,201910,Pneumonia,603,0.2,
Idaho,2019,201910,Respiratory infection NOS,"4,963",1.7,
Idaho,2019,201910,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2019,201911,Acute bronchitis,773,0.3,
Idaho,2019,201911,Acute respiratory distress syndrome,27,0.0,
Idaho,2019,201911,Bronchitis NOS,451,0.2,
Idaho,2019,201911,COVID-19 diagnosis,0,0.0,
Idaho,2019,201911,Influenza,628,0.2,
Idaho,2019,201911,Lower or acute respiratory infection,30,0.0,
Idaho,2019,201911,Pneumonia,654,0.2,
Idaho,2019,201911,Respiratory infection NOS,"5,591",1.9,
Idaho,2019,201911,Suspected COVID-19 diagnosis,11,0.0,
Idaho,2019,201912,Acute bronchitis,951,0.3,
Idaho,2019,201912,Acute respiratory distress syndrome,30,0.0,
Idaho,2019,201912,Bronchitis NOS,536,0.2,
Idaho,2019,201912,COVID-19 diagnosis,0,0.0,
Idaho,2019,201912,Influenza,"3,219",1.1,
Idaho,2019,201912,Lower or acute respiratory infection,54,0.0,
Idaho,2019,201912,Pneumonia,891,0.3,
Idaho,2019,201912,Respiratory infection NOS,"7,324",2.5,
Idaho,2019,201912,Suspected COVID-19 diagnosis,30,0.0,
Idaho,2020,202001,Acute bronchitis,"1,108",0.3,
Idaho,2020,202001,Acute respiratory distress syndrome,30,0.0,
Idaho,2020,202001,Bronchitis NOS,687,0.2,
Idaho,2020,202001,COVID-19 diagnosis,0,0.0,
Idaho,2020,202001,Influenza,"3,882",1.1,
Idaho,2020,202001,Lower or acute respiratory infection,58,0.0,
Idaho,2020,202001,Pneumonia,996,0.3,
Idaho,2020,202001,Respiratory infection NOS,"6,879",2.0,
Idaho,2020,202001,Suspected COVID-19 diagnosis,35,0.0,
Idaho,2020,202002,Acute bronchitis,"1,081",0.3,
Idaho,2020,202002,Acute respiratory distress syndrome,37,0.0,
Idaho,2020,202002,Bronchitis NOS,587,0.2,
Idaho,2020,202002,COVID-19 diagnosis,0,0.0,
Idaho,2020,202002,Influenza,"2,992",0.9,
Idaho,2020,202002,Lower or acute respiratory infection,62,0.0,
Idaho,2020,202002,Pneumonia,947,0.3,
Idaho,2020,202002,Respiratory infection NOS,"7,381",2.1,
Idaho,2020,202002,Suspected COVID-19 diagnosis,17,0.0,
Idaho,2020,202003,Acute bronchitis,"1,131",0.3,
Idaho,2020,202003,Acute respiratory distress syndrome,46,0.0,
Idaho,2020,202003,Bronchitis NOS,698,0.2,
Idaho,2020,202003,COVID-19 diagnosis,0,0.0,
Idaho,2020,202003,Influenza,"2,017",0.6,
Idaho,2020,202003,Lower or acute respiratory infection,90,0.0,
Idaho,2020,202003,Pneumonia,986,0.3,
Idaho,2020,202003,Respiratory infection NOS,"7,683",2.2,
Idaho,2020,202003,Suspected COVID-19 diagnosis,70,0.0,
Idaho,2020,202004,Acute bronchitis,359,0.1,
Idaho,2020,202004,Acute respiratory distress syndrome,31,0.0,
Idaho,2020,202004,Bronchitis NOS,213,0.1,
Idaho,2020,202004,COVID-19 diagnosis,159,0.0,
Idaho,2020,202004,Influenza,84,0.0,
Idaho,2020,202004,Lower or acute respiratory infection,36,0.0,
Idaho,2020,202004,Pneumonia,583,0.2,
Idaho,2020,202004,Respiratory infection NOS,"1,626",0.4,
Idaho,2020,202004,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2020,202005,Acute bronchitis,207,0.1,
Idaho,2020,202005,Acute respiratory distress syndrome,27,0.0,
Idaho,2020,202005,Bronchitis NOS,134,0.0,
Idaho,2020,202005,COVID-19 diagnosis,211,0.1,
Idaho,2020,202005,Influenza,36,0.0,
Idaho,2020,202005,Lower or acute respiratory infection,20,0.0,
Idaho,2020,202005,Pneumonia,488,0.1,
Idaho,2020,202005,Respiratory infection NOS,736,0.2,
Idaho,2020,202005,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2020,202006,Acute bronchitis,202,0.1,
Idaho,2020,202006,Acute respiratory distress syndrome,38,0.0,
Idaho,2020,202006,Bronchitis NOS,126,0.0,
Idaho,2020,202006,COVID-19 diagnosis,471,0.1,
Idaho,2020,202006,Influenza,33,0.0,
Idaho,2020,202006,Lower or acute respiratory infection,33,0.0,
Idaho,2020,202006,Pneumonia,448,0.1,
Idaho,2020,202006,Respiratory infection NOS,"1,153",0.3,
Idaho,2020,202006,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2020,202007,Acute bronchitis,238,0.1,
Idaho,2020,202007,Acute respiratory distress syndrome,43,0.0,
Idaho,2020,202007,Bronchitis NOS,140,0.0,
Idaho,2020,202007,COVID-19 diagnosis,"1,713",0.5,
Idaho,2020,202007,Influenza,31,0.0,
Idaho,2020,202007,Lower or acute respiratory infection,45,0.0,
Idaho,2020,202007,Pneumonia,562,0.1,
Idaho,2020,202007,Respiratory infection NOS,"2,255",0.6,
Idaho,2020,202007,Suspected COVID-19 diagnosis,30,0.0,
Idaho,2020,202008,Acute bronchitis,182,0.0,
Idaho,2020,202008,Acute respiratory distress syndrome,35,0.0,
Idaho,2020,202008,Bronchitis NOS,110,0.0,
Idaho,2020,202008,COVID-19 diagnosis,"1,420",0.4,
Idaho,2020,202008,Influenza,34,0.0,
Idaho,2020,202008,Lower or acute respiratory infection,22,0.0,
Idaho,2020,202008,Pneumonia,591,0.2,
Idaho,2020,202008,Respiratory infection NOS,"1,709",0.4,
Idaho,2020,202008,Suspected COVID-19 diagnosis,17,0.0,
Idaho,2020,202009,Acute bronchitis,306,0.1,
Idaho,2020,202009,Acute respiratory distress syndrome,38,0.0,
Idaho,2020,202009,Bronchitis NOS,186,0.0,
Idaho,2020,202009,COVID-19 diagnosis,"1,248",0.3,
Idaho,2020,202009,Influenza,26,0.0,
Idaho,2020,202009,Lower or acute respiratory infection,47,0.0,
Idaho,2020,202009,Pneumonia,553,0.1,
Idaho,2020,202009,Respiratory infection NOS,"2,778",0.7,
Idaho,2020,202009,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2020,202010,Acute bronchitis,394,0.1,
Idaho,2020,202010,Acute respiratory distress syndrome,40,0.0,
Idaho,2020,202010,Bronchitis NOS,251,0.1,
Idaho,2020,202010,COVID-19 diagnosis,"2,282",0.6,
Idaho,2020,202010,Influenza,46,0.0,
Idaho,2020,202010,Lower or acute respiratory infection,64,0.0,
Idaho,2020,202010,Pneumonia,646,0.2,
Idaho,2020,202010,Respiratory infection NOS,"3,743",0.9,
Idaho,2020,202010,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2020,202011,Acute bronchitis,377,0.1,
Idaho,2020,202011,Acute respiratory distress syndrome,36,0.0,
Idaho,2020,202011,Bronchitis NOS,216,0.1,
Idaho,2020,202011,COVID-19 diagnosis,"4,091",1.0,
Idaho,2020,202011,Influenza,53,0.0,
Idaho,2020,202011,Lower or acute respiratory infection,49,0.0,
Idaho,2020,202011,Pneumonia,762,0.2,
Idaho,2020,202011,Respiratory infection NOS,"3,613",0.9,
Idaho,2020,202011,Suspected COVID-19 diagnosis,11,0.0,
Idaho,2020,202012,Acute bronchitis,296,0.1,
Idaho,2020,202012,Acute respiratory distress syndrome,51,0.0,
Idaho,2020,202012,Bronchitis NOS,195,0.0,
Idaho,2020,202012,COVID-19 diagnosis,"4,051",1.0,
Idaho,2020,202012,Influenza,54,0.0,
Idaho,2020,202012,Lower or acute respiratory infection,37,0.0,
Idaho,2020,202012,Pneumonia,823,0.2,
Idaho,2020,202012,Respiratory infection NOS,"2,725",0.7,
Idaho,2020,202012,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2021,202101,Acute bronchitis,302,0.1,
Idaho,2021,202101,Acute respiratory distress syndrome,48,0.0,
Idaho,2021,202101,Bronchitis NOS,190,0.0,
Idaho,2021,202101,COVID-19 diagnosis,"2,817",0.7,
Idaho,2021,202101,Influenza,53,0.0,
Idaho,2021,202101,Lower or acute respiratory infection,19,0.0,
Idaho,2021,202101,Pneumonia,572,0.1,
Idaho,2021,202101,Respiratory infection NOS,"2,704",0.7,
Idaho,2021,202101,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2021,202102,Acute bronchitis,276,0.1,
Idaho,2021,202102,Acute respiratory distress syndrome,35,0.0,
Idaho,2021,202102,Bronchitis NOS,179,0.0,
Idaho,2021,202102,COVID-19 diagnosis,"1,426",0.3,
Idaho,2021,202102,Influenza,65,0.0,
Idaho,2021,202102,Lower or acute respiratory infection,29,0.0,
Idaho,2021,202102,Pneumonia,484,0.1,
Idaho,2021,202102,Respiratory infection NOS,"2,651",0.6,
Idaho,2021,202102,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2021,202103,Acute bronchitis,313,0.1,
Idaho,2021,202103,Acute respiratory distress syndrome,28,0.0,
Idaho,2021,202103,Bronchitis NOS,193,0.0,
Idaho,2021,202103,COVID-19 diagnosis,"1,449",0.3,
Idaho,2021,202103,Influenza,42,0.0,
Idaho,2021,202103,Lower or acute respiratory infection,27,0.0,
Idaho,2021,202103,Pneumonia,497,0.1,
Idaho,2021,202103,Respiratory infection NOS,"3,021",0.7,
Idaho,2021,202103,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2021,202104,Acute bronchitis,373,0.1,
Idaho,2021,202104,Acute respiratory distress syndrome,50,0.0,
Idaho,2021,202104,Bronchitis NOS,254,0.1,
Idaho,2021,202104,COVID-19 diagnosis,"1,264",0.3,
Idaho,2021,202104,Influenza,40,0.0,
Idaho,2021,202104,Lower or acute respiratory infection,33,0.0,
Idaho,2021,202104,Pneumonia,570,0.1,
Idaho,2021,202104,Respiratory infection NOS,"3,423",0.8,
Idaho,2021,202104,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2021,202105,Acute bronchitis,456,0.1,
Idaho,2021,202105,Acute respiratory distress syndrome,45,0.0,
Idaho,2021,202105,Bronchitis NOS,307,0.1,
Idaho,2021,202105,COVID-19 diagnosis,"1,073",0.3,
Idaho,2021,202105,Influenza,56,0.0,
Idaho,2021,202105,Lower or acute respiratory infection,31,0.0,
Idaho,2021,202105,Pneumonia,535,0.1,
Idaho,2021,202105,Respiratory infection NOS,"3,743",0.9,
Idaho,2021,202105,Suspected COVID-19 diagnosis,17,0.0,
Idaho,2021,202106,Acute bronchitis,375,0.1,
Idaho,2021,202106,Acute respiratory distress syndrome,35,0.0,
Idaho,2021,202106,Bronchitis NOS,253,0.1,
Idaho,2021,202106,COVID-19 diagnosis,832,0.2,
Idaho,2021,202106,Influenza,28,0.0,
Idaho,2021,202106,Lower or acute respiratory infection,31,0.0,
Idaho,2021,202106,Pneumonia,573,0.1,
Idaho,2021,202106,Respiratory infection NOS,"2,769",0.6,
Idaho,2021,202106,Suspected COVID-19 diagnosis,15,0.0,
Idaho,2021,202107,Acute bronchitis,326,0.1,
Idaho,2021,202107,Acute respiratory distress syndrome,34,0.0,
Idaho,2021,202107,Bronchitis NOS,196,0.0,
Idaho,2021,202107,COVID-19 diagnosis,"1,341",0.3,
Idaho,2021,202107,Influenza,24,0.0,
Idaho,2021,202107,Lower or acute respiratory infection,35,0.0,
Idaho,2021,202107,Pneumonia,554,0.1,
Idaho,2021,202107,Respiratory infection NOS,"2,763",0.6,
Idaho,2021,202107,Suspected COVID-19 diagnosis,13,0.0,
Idaho,2021,202108,Acute bronchitis,449,0.1,
Idaho,2021,202108,Acute respiratory distress syndrome,52,0.0,
Idaho,2021,202108,Bronchitis NOS,275,0.1,
Idaho,2021,202108,COVID-19 diagnosis,"4,487",1.0,
Idaho,2021,202108,Influenza,28,0.0,
Idaho,2021,202108,Lower or acute respiratory infection,59,0.0,
Idaho,2021,202108,Pneumonia,618,0.1,
Idaho,2021,202108,Respiratory infection NOS,"5,171",1.2,
Idaho,2021,202108,Suspected COVID-19 diagnosis,18,0.0,
Idaho,2021,202109,Acute bronchitis,677,0.2,
Idaho,2021,202109,Acute respiratory distress syndrome,85,0.0,
Idaho,2021,202109,Bronchitis NOS,398,0.1,
Idaho,2021,202109,COVID-19 diagnosis,"7,971",1.8,
Idaho,2021,202109,Influenza,71,0.0,
Idaho,2021,202109,Lower or acute respiratory infection,67,0.0,
Idaho,2021,202109,Pneumonia,774,0.2,
Idaho,2021,202109,Respiratory infection NOS,"8,892",2.0,
Idaho,2021,202109,Suspected COVID-19 diagnosis,15,0.0,
Idaho,2021,202110,Acute bronchitis,641,0.1,
Idaho,2021,202110,Acute respiratory distress syndrome,102,0.0,
Idaho,2021,202110,Bronchitis NOS,424,0.1,
Idaho,2021,202110,COVID-19 diagnosis,"5,351",1.2,
Idaho,2021,202110,Influenza,83,0.0,
Idaho,2021,202110,Lower or acute respiratory infection,71,0.0,
Idaho,2021,202110,Pneumonia,756,0.2,
Idaho,2021,202110,Respiratory infection NOS,"7,768",1.8,
Idaho,2021,202110,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2021,202111,Acute bronchitis,807,0.2,
Idaho,2021,202111,Acute respiratory distress syndrome,67,0.0,
Idaho,2021,202111,Bronchitis NOS,454,0.1,
Idaho,2021,202111,COVID-19 diagnosis,"3,102",0.7,
Idaho,2021,202111,Influenza,95,0.0,
Idaho,2021,202111,Lower or acute respiratory infection,80,0.0,
Idaho,2021,202111,Pneumonia,753,0.2,
Idaho,2021,202111,Respiratory infection NOS,"7,893",1.8,
Idaho,2021,202111,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2021,202112,Acute bronchitis,778,0.2,
Idaho,2021,202112,Acute respiratory distress syndrome,58,0.0,
Idaho,2021,202112,Bronchitis NOS,482,0.1,
Idaho,2021,202112,COVID-19 diagnosis,"2,549",0.6,
Idaho,2021,202112,Influenza,778,0.2,
Idaho,2021,202112,Lower or acute respiratory infection,64,0.0,
Idaho,2021,202112,Pneumonia,778,0.2,
Idaho,2021,202112,Respiratory infection NOS,"6,721",1.5,
Idaho,2021,202112,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202201,Acute bronchitis,750,0.2,
Idaho,2022,202201,Acute respiratory distress syndrome,55,0.0,
Idaho,2022,202201,Bronchitis NOS,452,0.1,
Idaho,2022,202201,COVID-19 diagnosis,"14,621",3.2,
Idaho,2022,202201,Influenza,892,0.2,
Idaho,2022,202201,Lower or acute respiratory infection,61,0.0,
Idaho,2022,202201,Pneumonia,735,0.2,
Idaho,2022,202201,Respiratory infection NOS,"8,821",2.0,
Idaho,2022,202201,Suspected COVID-19 diagnosis,23,0.0,
Idaho,2022,202202,Acute bronchitis,555,0.1,
Idaho,2022,202202,Acute respiratory distress syndrome,51,0.0,
Idaho,2022,202202,Bronchitis NOS,322,0.1,
Idaho,2022,202202,COVID-19 diagnosis,"4,236",0.9,
Idaho,2022,202202,Influenza,921,0.2,
Idaho,2022,202202,Lower or acute respiratory infection,63,0.0,
Idaho,2022,202202,Pneumonia,708,0.2,
Idaho,2022,202202,Respiratory infection NOS,"5,293",1.2,
Idaho,2022,202202,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202203,Acute bronchitis,654,0.1,
Idaho,2022,202203,Acute respiratory distress syndrome,34,0.0,
Idaho,2022,202203,Bronchitis NOS,445,0.1,
Idaho,2022,202203,COVID-19 diagnosis,"1,148",0.3,
Idaho,2022,202203,Influenza,"1,953",0.4,
Idaho,2022,202203,Lower or acute respiratory infection,71,0.0,
Idaho,2022,202203,Pneumonia,775,0.2,
Idaho,2022,202203,Respiratory infection NOS,"5,902",1.3,
Idaho,2022,202203,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202204,Acute bronchitis,473,0.1,
Idaho,2022,202204,Acute respiratory distress syndrome,30,0.0,
Idaho,2022,202204,Bronchitis NOS,325,0.1,
Idaho,2022,202204,COVID-19 diagnosis,792,0.2,
Idaho,2022,202204,Influenza,807,0.2,
Idaho,2022,202204,Lower or acute respiratory infection,52,0.0,
Idaho,2022,202204,Pneumonia,633,0.1,
Idaho,2022,202204,Respiratory infection NOS,"4,309",0.9,
Idaho,2022,202204,Suspected COVID-19 diagnosis,13,0.0,
Idaho,2022,202205,Acute bronchitis,501,0.1,
Idaho,2022,202205,Acute respiratory distress syndrome,32,0.0,
Idaho,2022,202205,Bronchitis NOS,347,0.1,
Idaho,2022,202205,COVID-19 diagnosis,"1,247",0.3,
Idaho,2022,202205,Influenza,426,0.1,
Idaho,2022,202205,Lower or acute respiratory infection,47,0.0,
Idaho,2022,202205,Pneumonia,637,0.1,
Idaho,2022,202205,Respiratory infection NOS,"4,146",0.9,
Idaho,2022,202205,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202206,Acute bronchitis,417,0.1,
Idaho,2022,202206,Acute respiratory distress syndrome,21,0.0,
Idaho,2022,202206,Bronchitis NOS,230,0.0,
Idaho,2022,202206,COVID-19 diagnosis,"2,461",0.5,
Idaho,2022,202206,Influenza,163,0.0,
Idaho,2022,202206,Lower or acute respiratory infection,36,0.0,
Idaho,2022,202206,Pneumonia,530,0.1,
Idaho,2022,202206,Respiratory infection NOS,"3,259",0.7,
Idaho,2022,202206,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202207,Acute bronchitis,215,0.0,
Idaho,2022,202207,Acute respiratory distress syndrome,21,0.0,
Idaho,2022,202207,Bronchitis NOS,190,0.0,
Idaho,2022,202207,COVID-19 diagnosis,"3,763",0.8,
Idaho,2022,202207,Influenza,76,0.0,
Idaho,2022,202207,Lower or acute respiratory infection,25,0.0,
Idaho,2022,202207,Pneumonia,518,0.1,
Idaho,2022,202207,Respiratory infection NOS,"2,490",0.5,
Idaho,2022,202207,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202208,Acute bronchitis,292,0.1,
Idaho,2022,202208,Acute respiratory distress syndrome,23,0.0,
Idaho,2022,202208,Bronchitis NOS,209,0.0,
Idaho,2022,202208,COVID-19 diagnosis,"2,758",0.6,
Idaho,2022,202208,Influenza,57,0.0,
Idaho,2022,202208,Lower or acute respiratory infection,21,0.0,
Idaho,2022,202208,Pneumonia,514,0.1,
Idaho,2022,202208,Respiratory infection NOS,"2,835",0.6,
Idaho,2022,202208,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202209,Acute bronchitis,472,0.1,
Idaho,2022,202209,Acute respiratory distress syndrome,27,0.0,
Idaho,2022,202209,Bronchitis NOS,392,0.1,
Idaho,2022,202209,COVID-19 diagnosis,"2,000",0.4,
Idaho,2022,202209,Influenza,120,0.0,
Idaho,2022,202209,Lower or acute respiratory infection,66,0.0,
Idaho,2022,202209,Pneumonia,589,0.1,
Idaho,2022,202209,Respiratory infection NOS,"4,917",1.0,
Idaho,2022,202209,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202210,Acute bronchitis,533,0.1,
Idaho,2022,202210,Acute respiratory distress syndrome,28,0.0,
Idaho,2022,202210,Bronchitis NOS,375,0.1,
Idaho,2022,202210,COVID-19 diagnosis,"1,646",0.3,
Idaho,2022,202210,Influenza,138,0.0,
Idaho,2022,202210,Lower or acute respiratory infection,50,0.0,
Idaho,2022,202210,Pneumonia,608,0.1,
Idaho,2022,202210,Respiratory infection NOS,"5,205",1.1,
Idaho,2022,202210,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202211,Acute bronchitis,780,0.2,
Idaho,2022,202211,Acute respiratory distress syndrome,20,0.0,
Idaho,2022,202211,Bronchitis NOS,662,0.1,
Idaho,2022,202211,COVID-19 diagnosis,"1,941",0.4,
Idaho,2022,202211,Influenza,"2,301",0.5,
Idaho,2022,202211,Lower or acute respiratory infection,78,0.0,
Idaho,2022,202211,Pneumonia,827,0.2,
Idaho,2022,202211,Respiratory infection NOS,"8,819",1.8,
Idaho,2022,202211,Suspected COVID-19 diagnosis,DS,DS,
Idaho,2022,202212,Acute bronchitis,842,0.2,
Idaho,2022,202212,Acute respiratory distress syndrome,37,0.0,
Idaho,2022,202212,Bronchitis NOS,650,0.1,
Idaho,2022,202212,COVID-19 diagnosis,"1,876",0.4,
Idaho,2022,202212,Influenza,"7,951",1.7,
Idaho,2022,202212,Lower or acute respiratory infection,85,0.0,
Idaho,2022,202212,Pneumonia,979,0.2,
Idaho,2022,202212,Respiratory infection NOS,"9,187",1.9,
Idaho,2022,202212,Suspected COVID-19 diagnosis,DS,DS,
Illinois,2018,201801,Acute bronchitis,"11,706",0.4,
Illinois,2018,201801,Acute respiratory distress syndrome,481,0.0,
Illinois,2018,201801,Bronchitis NOS,"6,332",0.2,
Illinois,2018,201801,COVID-19 diagnosis,0,0.0,
Illinois,2018,201801,Influenza,"35,127",1.1,
Illinois,2018,201801,Lower or acute respiratory infection,449,0.0,
Illinois,2018,201801,Pneumonia,"10,155",0.3,
Illinois,2018,201801,Respiratory infection NOS,"54,306",1.7,
Illinois,2018,201801,Suspected COVID-19 diagnosis,148,0.0,
Illinois,2018,201802,Acute bronchitis,"8,918",0.3,
Illinois,2018,201802,Acute respiratory distress syndrome,407,0.0,
Illinois,2018,201802,Bronchitis NOS,"4,939",0.2,
Illinois,2018,201802,COVID-19 diagnosis,0,0.0,
Illinois,2018,201802,Influenza,"28,053",0.9,
Illinois,2018,201802,Lower or acute respiratory infection,358,0.0,
Illinois,2018,201802,Pneumonia,"8,271",0.3,
Illinois,2018,201802,Respiratory infection NOS,"46,100",1.5,
Illinois,2018,201802,Suspected COVID-19 diagnosis,102,0.0,
Illinois,2018,201803,Acute bronchitis,"8,351",0.3,
Illinois,2018,201803,Acute respiratory distress syndrome,382,0.0,
Illinois,2018,201803,Bronchitis NOS,"4,666",0.1,
Illinois,2018,201803,COVID-19 diagnosis,0,0.0,
Illinois,2018,201803,Influenza,"9,602",0.3,
Illinois,2018,201803,Lower or acute respiratory infection,343,0.0,
Illinois,2018,201803,Pneumonia,"8,223",0.3,
Illinois,2018,201803,Respiratory infection NOS,"38,497",1.2,
Illinois,2018,201803,Suspected COVID-19 diagnosis,44,0.0,
Illinois,2018,201804,Acute bronchitis,"6,437",0.2,
Illinois,2018,201804,Acute respiratory distress syndrome,366,0.0,
Illinois,2018,201804,Bronchitis NOS,"3,848",0.1,
Illinois,2018,201804,COVID-19 diagnosis,0,0.0,
Illinois,2018,201804,Influenza,"3,258",0.1,
Illinois,2018,201804,Lower or acute respiratory infection,262,0.0,
Illinois,2018,201804,Pneumonia,"7,080",0.2,
Illinois,2018,201804,Respiratory infection NOS,"28,370",0.9,
Illinois,2018,201804,Suspected COVID-19 diagnosis,24,0.0,
Illinois,2018,201805,Acute bronchitis,"5,368",0.2,
Illinois,2018,201805,Acute respiratory distress syndrome,362,0.0,
Illinois,2018,201805,Bronchitis NOS,"3,352",0.1,
Illinois,2018,201805,COVID-19 diagnosis,0,0.0,
Illinois,2018,201805,Influenza,853,0.0,
Illinois,2018,201805,Lower or acute respiratory infection,224,0.0,
Illinois,2018,201805,Pneumonia,"6,710",0.2,
Illinois,2018,201805,Respiratory infection NOS,"23,240",0.7,
Illinois,2018,201805,Suspected COVID-19 diagnosis,DS,DS,
Illinois,2018,201806,Acute bronchitis,"4,199",0.1,
Illinois,2018,201806,Acute respiratory distress syndrome,288,0.0,
Illinois,2018,201806,Bronchitis NOS,"2,729",0.1,
Illinois,2018,201806,COVID-19 diagnosis,0,0.0,
Illinois,2018,201806,Influenza,258,0.0,
Illinois,2018,201806,Lower or acute respiratory infection,154,0.0,
Illinois,2018,201806,Pneumonia,"5,800",0.2,
Illinois,2018,201806,Respiratory infection NOS,"16,845",0.5,
Illinois,2018,201806,Suspected COVID-19 diagnosis,DS,DS,
Illinois,2018,201807,Acute bronchitis,"3,296",0.1,
Illinois,2018,201807,Acute respiratory distress syndrome,286,0.0,
Illinois,2018,201807,Bronchitis NOS,"2,307",0.1,
Illinois,2018,201807,COVID-19 diagnosis,0,0.0,
Illinois,2018,201807,Influenza,174,0.0,
Illinois,2018,201807,Lower or acute respiratory infection,145,0.0,
Illinois,2018,201807,Pneumonia,"5,487",0.2,
Illinois,2018,201807,Respiratory infection NOS,"12,861",0.4,
Illinois,2018,201807,Suspected COVID-19 diagnosis,DS,DS,
Illinois,2018,201808,Acute bronchitis,"4,251",0.1,
Illinois,2018,201808,Acute respiratory distress syndrome,315,0.0,
Illinois,2018,201808,Bronchitis NOS,"2,752",0.1,
Illinois,2018,201808,COVID-19 diagnosis,0,0.0,
Illinois,2018,201808,Influenza,185,0.0,
Illinois,2018,201808,Lower or acute respiratory infection,185,0.0,
Illinois,2018,201808,Pneumonia,"5,480",0.2,
Illinois,2018,201808,Respiratory infection NOS,"18,634",0.6,
Illinois,2018,201808,Suspected COVID-19 diagnosis,DS,DS,
Illinois,2018,201809,Acute bronchitis,"6,632",0.2,
Illinois,2018,201809,Acute respiratory distress syndrome,357,0.0,
